price,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state
42900,1955,ford,good,8 cylinders,gas,47564,clean,automatic,rwd,compact,convertible,red,mi
17499,2016,honda,like new,4 cylinders,gas,15449,clean,automatic,4wd,mid-size,SUV,blue,ia
3988,2007,jeep,good,4 cylinders,gas,205758,clean,automatic,4wd,full-size,SUV,white,id
10999,2014,mazda,excellent,4 cylinders,gas,121937,clean,automatic,fwd,mid-size,sedan,black,ri
27700,2008,ford,excellent,8 cylinders,diesel,94651,clean,automatic,4wd,full-size,pickup,brown,fl
17490,2013,toyota,excellent,4 cylinders,gas,44779,clean,automatic,4wd,mid-size,SUV,silver,fl
6995,2009,chrysler,good,6 cylinders,gas,126544,clean,automatic,fwd,full-size,van,black,mi
10995,2011,bmw,excellent,6 cylinders,gas,85904,clean,automatic,rwd,compact,sedan,blue,oh
26495,2017,jeep,good,6 cylinders,gas,80449,clean,automatic,4wd,full-size,SUV,black,ca
21700,2010,chevrolet,excellent,8 cylinders,gas,124248,clean,automatic,4wd,full-size,pickup,red,fl
14489,2006,toyota,excellent,8 cylinders,gas,149786,clean,automatic,4wd,full-size,pickup,white,ny
7800,2012,nissan,new,4 cylinders,gas,145000,clean,automatic,fwd,full-size,sedan,silver,ca
33488,2019,chevrolet,good,8 cylinders,gas,21787,clean,automatic,rwd,full-size,van,white,tx
35995,2017,chevrolet,good,8 cylinders,gas,69815,clean,automatic,rwd,full-size,truck,white,al
6950,2003,ford,good,8 cylinders,gas,155523,clean,automatic,4wd,full-size,truck,blue,il
10700,2013,ford,excellent,4 cylinders,gas,95000,clean,automatic,4wd,mid-size,SUV,black,mi
26995,2017,mercedes-benz,excellent,4 cylinders,gas,26757,clean,automatic,4wd,mid-size,sedan,white,fl
20995,2013,chevrolet,good,8 cylinders,gas,91697,clean,automatic,4wd,full-size,truck,red,tn
11995,2017,ford,excellent,4 cylinders,gas,108317,clean,automatic,fwd,mid-size,SUV,blue,mn
11999,2010,toyota,good,4 cylinders,gas,82025,clean,automatic,4wd,full-size,SUV,blue,ny
6795,2006,ford,good,8 cylinders,gas,158884,clean,automatic,rwd,full-size,van,white,wi
7970,2011,ford,good,8 cylinders,gas,221341,clean,automatic,rwd,full-size,van,white,dc
19995,2014,ram,excellent,6 cylinders,diesel,136654,clean,automatic,4wd,full-size,pickup,black,ia
20990,2010,ram,good,8 cylinders,gas,121850,clean,automatic,4wd,full-size,truck,black,ny
15900,2007,lincoln,excellent,8 cylinders,gas,141089,clean,automatic,rwd,full-size,truck,white,tn
15489,2016,jeep,excellent,4 cylinders,gas,61784,clean,automatic,4wd,full-size,SUV,red,il
19999,2012,gmc,good,8 cylinders,gas,89643,clean,automatic,4wd,full-size,truck,blue,ny
7995,2009,nissan,excellent,6 cylinders,gas,66157,clean,automatic,fwd,full-size,mini-van,grey,nv
15000,1996,ford,excellent,8 cylinders,diesel,246000,clean,automatic,4wd,full-size,truck,green,wa
12000,2016,kia,excellent,4 cylinders,gas,86000,clean,automatic,fwd,full-size,sedan,grey,ca
17999,2014,lexus,excellent,6 cylinders,gas,120872,clean,automatic,rwd,compact,sedan,white,ca
5800,2005,gmc,excellent,8 cylinders,gas,160321,clean,automatic,4wd,full-size,SUV,green,nj
17950,2012,ford,excellent,8 cylinders,gas,127166,clean,automatic,rwd,full-size,truck,white,wa
9500,2014,ford,excellent,4 cylinders,gas,219581,clean,automatic,fwd,mid-size,van,white,ga
18400,2015,infiniti,excellent,6 cylinders,gas,81872,clean,automatic,fwd,full-size,SUV,white,fl
10995,2011,ford,good,8 cylinders,gas,156495,clean,automatic,4wd,full-size,truck,black,me
4981,2011,dodge,good,6 cylinders,gas,149675,clean,automatic,fwd,full-size,sedan,red,in
17888,2015,ram,good,8 cylinders,gas,142206,clean,automatic,4wd,full-size,truck,white,va
19999,1999,ford,excellent,10 cylinders,gas,118242,clean,manual,4wd,full-size,truck,red,mn
16988,2017,ram,good,4 cylinders,gas,89068,clean,automatic,fwd,mid-size,van,white,tx
8995,2010,toyota,excellent,4 cylinders,gas,60211,clean,automatic,fwd,full-size,sedan,brown,hi
41000,2017,ford,excellent,6 cylinders,gas,52653,clean,automatic,4wd,full-size,pickup,red,ok
166,2009,toyota,excellent,6 cylinders,hybrid,206654,clean,automatic,4wd,mid-size,SUV,silver,or
4995,2013,chevrolet,excellent,4 cylinders,gas,123000,clean,automatic,fwd,compact,hatchback,grey,mi
10450,2012,honda,good,4 cylinders,gas,156521,clean,automatic,4wd,full-size,SUV,blue,nc
52900,2016,gmc,excellent,8 cylinders,diesel,104000,clean,automatic,4wd,full-size,truck,black,nc
53900,2016,gmc,excellent,8 cylinders,diesel,95000,clean,automatic,4wd,full-size,truck,red,ga
16990,2016,chevrolet,excellent,4 cylinders,gas,57340,clean,automatic,fwd,mid-size,sedan,black,wi
11800,2007,toyota,fair,8 cylinders,gas,156000,clean,manual,4wd,full-size,truck,black,nh
37900,2019,ford,excellent,6 cylinders,gas,82900,clean,automatic,4wd,full-size,pickup,silver,ca
17995,2010,chevrolet,good,8 cylinders,gas,96800,clean,automatic,4wd,full-size,pickup,blue,ks
23950,2003,ram,excellent,6 cylinders,diesel,139135,clean,automatic,4wd,full-size,truck,white,ca
12900,2007,mercedes-benz,excellent,8 cylinders,gas,63000,clean,automatic,rwd,mid-size,coupe,silver,pa
4420,1999,volkswagen,excellent,4 cylinders,gas,120000,clean,manual,fwd,mid-size,hatchback,black,ca
24900,2016,dodge,good,6 cylinders,gas,63378,clean,automatic,fwd,full-size,van,black,ia
8999,2006,ford,excellent,4 cylinders,gas,153126,clean,automatic,rwd,mid-size,pickup,white,ca
9495,2016,kia,excellent,4 cylinders,gas,122000,clean,automatic,fwd,full-size,sedan,black,ok
3995,2004,mitsubishi,excellent,4 cylinders,gas,235000,clean,automatic,4wd,compact,SUV,white,wa
8000,2011,chevrolet,good,4 cylinders,gas,107669,clean,automatic,fwd,mid-size,sedan,grey,oh
15900,2004,jeep,excellent,6 cylinders,gas,84300,clean,manual,4wd,full-size,truck,yellow,nj
32900,2011,ford,excellent,10 cylinders,gas,121000,clean,automatic,4wd,full-size,truck,white,mo
24900,2013,ford,good,6 cylinders,gas,56864,clean,automatic,4wd,full-size,truck,grey,ia
27990,2011,ford,good,6 cylinders,diesel,123622,clean,automatic,rwd,full-size,truck,white,la
13500,2007,gmc,good,8 cylinders,gas,150769,clean,automatic,4wd,full-size,truck,blue,nh
7895,2013,mazda,excellent,4 cylinders,gas,105000,clean,automatic,fwd,mid-size,sedan,grey,ri
8950,2016,chevrolet,excellent,4 cylinders,gas,53433,clean,automatic,fwd,sub-compact,sedan,black,tx
10991,2012,subaru,excellent,4 cylinders,gas,65000,clean,automatic,4wd,full-size,sedan,blue,fl
15995,2015,nissan,excellent,8 cylinders,gas,117000,clean,automatic,rwd,full-size,pickup,black,ok
11900,2013,cadillac,excellent,4 cylinders,gas,107053,clean,automatic,fwd,full-size,sedan,brown,fl
23995,2012,nissan,excellent,8 cylinders,gas,110051,clean,automatic,4wd,full-size,pickup,black,ca
14500,2011,lexus,excellent,8 cylinders,gas,163691,clean,automatic,rwd,mid-size,sedan,blue,tx
22900,2017,ford,like new,6 cylinders,gas,39665,clean,automatic,rwd,full-size,van,white,oh
30900,2015,chevrolet,excellent,8 cylinders,gas,113000,clean,automatic,4wd,full-size,truck,red,sc
24988,2010,ford,excellent,10 cylinders,gas,40969,clean,automatic,rwd,full-size,truck,white,tn
11950,2011,chevrolet,excellent,8 cylinders,gas,214608,clean,automatic,4wd,mid-size,SUV,blue,ca
6988,2007,chevrolet,fair,8 cylinders,gas,226850,clean,automatic,4wd,full-size,SUV,silver,sd
14995,2009,toyota,good,6 cylinders,gas,125708,clean,automatic,4wd,full-size,SUV,silver,ca
16495,2016,ford,good,6 cylinders,gas,77656,clean,automatic,4wd,full-size,SUV,white,mi
58900,2018,ram,excellent,6 cylinders,diesel,45993,clean,automatic,4wd,full-size,truck,blue,ma
12991,2011,cadillac,excellent,8 cylinders,gas,49876,clean,automatic,rwd,full-size,sedan,red,fl
17995,2010,chevrolet,good,5 cylinders,gas,80000,clean,automatic,rwd,mid-size,truck,white,hi
49990,2015,ford,good,10 cylinders,gas,41631,clean,automatic,4wd,full-size,truck,green,va
14999,2009,chevrolet,excellent,8 cylinders,gas,172615,clean,automatic,4wd,full-size,SUV,white,va
28490,2008,mitsubishi,good,4 cylinders,diesel,70643,clean,automatic,rwd,full-size,truck,green,ny
6988,2002,nissan,good,6 cylinders,gas,114584,clean,automatic,fwd,compact,sedan,custom,id
3500,2010,chevrolet,good,6 cylinders,gas,191100,clean,automatic,rwd,full-size,sedan,grey,la
15900,2005,chevrolet,excellent,8 cylinders,gas,127000,clean,automatic,4wd,full-size,SUV,grey,ok
19999,2010,gmc,excellent,8 cylinders,gas,60822,clean,automatic,4wd,full-size,pickup,grey,nj
5495,2004,cadillac,excellent,8 cylinders,gas,79359,clean,automatic,rwd,full-size,sedan,grey,va
1900,1998,toyota,good,4 cylinders,gas,154000,salvage,automatic,rwd,full-size,hatchback,white,tx
17500,2015,chevrolet,like new,8 cylinders,gas,78223,clean,automatic,rwd,full-size,van,white,pa
16400,2010,gmc,good,8 cylinders,gas,103000,clean,automatic,4wd,full-size,truck,blue,ks
11950,2008,bmw,excellent,8 cylinders,gas,72500,clean,automatic,rwd,full-size,sedan,white,ca
11900,2012,ford,good,6 cylinders,gas,89000,clean,automatic,4wd,mid-size,SUV,white,va
29995,2020,jeep,like new,6 cylinders,gas,20005,clean,automatic,4wd,full-size,SUV,black,mn
1,2015,nissan,like new,4 cylinders,gas,49913,clean,automatic,fwd,compact,sedan,blue,dc
16800,2015,ford,like new,4 cylinders,gas,80066,clean,automatic,rwd,mid-size,coupe,blue,fl
11990,2014,chevrolet,good,6 cylinders,gas,171750,clean,automatic,rwd,full-size,pickup,white,tx
18200,2015,gmc,excellent,6 cylinders,gas,94000,clean,automatic,4wd,full-size,SUV,red,mi
15995,2014,honda,good,6 cylinders,gas,153000,clean,automatic,4wd,full-size,SUV,black,ok
17800,2017,honda,like new,6 cylinders,gas,71300,clean,automatic,fwd,full-size,sedan,silver,oh
26900,2016,chevrolet,excellent,8 cylinders,gas,88248,clean,automatic,4wd,full-size,truck,black,ia
9700,2002,audi,excellent,8 cylinders,gas,152000,clean,automatic,4wd,full-size,wagon,silver,va
5850,2002,honda,good,4 cylinders,gas,185780,clean,automatic,4wd,full-size,SUV,silver,mt
17985,2011,infiniti,like new,6 cylinders,gas,57708,clean,automatic,4wd,full-size,sedan,white,nj
44990,2012,ford,good,8 cylinders,diesel,52307,clean,automatic,4wd,full-size,truck,white,ia
13900,2008,cadillac,excellent,8 cylinders,gas,172530,clean,automatic,4wd,full-size,SUV,white,nc
39995,2017,ford,like new,8 cylinders,gas,98899,clean,automatic,4wd,full-size,truck,white,ak
22950,2012,bmw,excellent,8 cylinders,gas,104102,clean,automatic,4wd,full-size,SUV,black,az
26750,2015,bmw,excellent,8 cylinders,gas,86288,clean,automatic,4wd,mid-size,SUV,blue,il
34995,2017,gmc,excellent,8 cylinders,gas,138501,clean,automatic,4wd,full-size,SUV,white,wi
6450,2010,subaru,excellent,4 cylinders,gas,120521,clean,automatic,4wd,full-size,SUV,grey,nj
10588,2013,mini,good,4 cylinders,gas,116683,clean,automatic,fwd,compact,wagon,blue,or
19995,2013,ford,like new,8 cylinders,gas,157279,clean,automatic,4wd,full-size,truck,white,mt
6495,2008,honda,excellent,4 cylinders,gas,122100,clean,automatic,fwd,full-size,sedan,silver,nc
19500,1970,ford,excellent,8 cylinders,gas,56000,clean,automatic,rwd,full-size,pickup,black,co
12990,2010,chevrolet,excellent,8 cylinders,gas,202156,clean,automatic,4wd,full-size,truck,grey,sc
19995,2017,fiat,excellent,4 cylinders,gas,25005,clean,manual,rwd,mid-size,convertible,grey,wi
22990,2010,ford,good,10 cylinders,gas,121911,clean,automatic,rwd,full-size,truck,white,md
1,2016,mercedes-benz,excellent,6 cylinders,gas,68376,clean,other,4wd,compact,wagon,white,fl
36950,2018,chevrolet,excellent,8 cylinders,gas,97602,clean,automatic,4wd,full-size,truck,white,ca
7995,2012,nissan,good,4 cylinders,gas,138093,clean,automatic,fwd,mid-size,coupe,blue,ky
5600,2009,toyota,excellent,4 cylinders,gas,103000,salvage,manual,4wd,compact,other,grey,ca
8995,2010,ford,excellent,6 cylinders,gas,157490,clean,automatic,4wd,full-size,SUV,silver,or
22990,2010,ford,good,10 cylinders,gas,121911,clean,automatic,rwd,full-size,truck,white,ny
11495,2012,subaru,excellent,4 cylinders,gas,129000,clean,automatic,4wd,mid-size,wagon,grey,wi
17747,2015,subaru,excellent,4 cylinders,gas,113389,clean,automatic,4wd,mid-size,sedan,silver,co
4000,1979,ford,good,6 cylinders,gas,99999,clean,automatic,rwd,full-size,truck,yellow,nm
39900,2017,ford,excellent,8 cylinders,diesel,129347,clean,automatic,4wd,full-size,pickup,white,wi
49995,2017,chevrolet,excellent,8 cylinders,diesel,31563,rebuilt,automatic,4wd,full-size,truck,black,ia
14999,2013,bmw,excellent,4 cylinders,gas,93839,clean,automatic,rwd,full-size,sedan,black,ca
6500,2009,toyota,excellent,4 cylinders,hybrid,98700,rebuilt,automatic,fwd,mid-size,hatchback,red,ks
8450,2007,ford,excellent,6 cylinders,gas,106501,clean,automatic,rwd,mid-size,truck,red,pa
29998,2014,gmc,good,8 cylinders,gas,34974,clean,automatic,4wd,full-size,van,white,mn
27990,2014,toyota,good,8 cylinders,gas,40598,clean,automatic,4wd,full-size,truck,grey,ky
49990,2013,ford,good,8 cylinders,diesel,98689,clean,automatic,4wd,full-size,truck,white,ks
6985,2005,mercury,excellent,8 cylinders,gas,62740,clean,automatic,rwd,full-size,sedan,white,nv
12000,2013,audi,excellent,4 cylinders,gas,118201,clean,automatic,4wd,mid-size,SUV,silver,ok
24990,2017,gmc,good,8 cylinders,gas,136965,clean,automatic,rwd,full-size,truck,white,ok
4995,2005,subaru,fair,4 cylinders,gas,249600,clean,automatic,4wd,mid-size,wagon,silver,or
12991,2013,bmw,excellent,4 cylinders,gas,103000,clean,automatic,4wd,full-size,SUV,white,fl
14995,2014,mini,excellent,4 cylinders,gas,98000,clean,automatic,4wd,compact,SUV,white,nc
9980,2011,toyota,excellent,4 cylinders,gas,121619,clean,automatic,fwd,mid-size,sedan,black,ks
8000,1999,chevrolet,excellent,6 cylinders,gas,15300,clean,automatic,fwd,full-size,mini-van,brown,nj
35850,2017,ford,excellent,6 cylinders,gas,36200,clean,automatic,4wd,full-size,truck,white,mi
9000,2005,chrysler,excellent,6 cylinders,gas,84553,clean,automatic,rwd,compact,convertible,white,mi
27500,2015,lexus,like new,8 cylinders,gas,101500,clean,automatic,4wd,full-size,SUV,black,ks
36990,2019,honda,like new,6 cylinders,gas,31218,clean,automatic,fwd,full-size,truck,white,hi
21850,2016,ford,excellent,8 cylinders,gas,125350,clean,automatic,4wd,full-size,truck,red,ma
9495,2009,audi,good,6 cylinders,gas,156811,clean,automatic,fwd,mid-size,coupe,grey,nj
11000,2012,ford,excellent,6 cylinders,gas,59256,clean,automatic,rwd,full-size,pickup,green,tx
12995,2017,subaru,excellent,4 cylinders,gas,64800,clean,automatic,4wd,mid-size,sedan,red,ny
15995,2007,gmc,excellent,8 cylinders,gas,149171,clean,automatic,4wd,full-size,SUV,blue,nc
15999,2013,nissan,excellent,4 cylinders,gas,50000,clean,manual,4wd,full-size,SUV,blue,co
8500,2011,honda,excellent,4 cylinders,gas,70000,clean,automatic,fwd,mid-size,sedan,grey,md
47950,2019,ram,like new,8 cylinders,gas,33289,clean,automatic,4wd,full-size,truck,blue,fl
24990,2017,gmc,good,8 cylinders,gas,136965,clean,automatic,rwd,full-size,truck,white,in
6298,2012,chrysler,excellent,4 cylinders,gas,88344,rebuilt,automatic,fwd,mid-size,sedan,silver,id
1,2017,toyota,excellent,8 cylinders,gas,60453,clean,automatic,4wd,full-size,truck,white,fl
10599,2004,mercedes-benz,good,8 cylinders,gas,132371,clean,automatic,rwd,mid-size,convertible,black,oh
7900,2008,bmw,good,6 cylinders,gas,127000,clean,automatic,rwd,mid-size,sedan,silver,oh
13495,2014,honda,like new,4 cylinders,gas,119135,clean,automatic,4wd,mid-size,SUV,grey,oh
6000,2008,porsche,excellent,8 cylinders,gas,132632,clean,automatic,4wd,full-size,SUV,brown,tx
12850,2006,toyota,excellent,8 cylinders,gas,107000,clean,automatic,rwd,full-size,truck,red,ia
4975,2005,honda,excellent,6 cylinders,gas,137868,clean,automatic,fwd,full-size,mini-van,silver,nj
22995,2013,ford,excellent,8 cylinders,gas,170000,clean,automatic,4wd,full-size,truck,blue,me
5900,1997,mercedes-benz,excellent,8 cylinders,gas,139040,clean,automatic,rwd,mid-size,coupe,red,wi
8500,2010,toyota,excellent,6 cylinders,gas,127000,clean,automatic,4wd,mid-size,SUV,blue,ny
2000,2018,ford,excellent,4 cylinders,gas,27789,clean,automatic,fwd,compact,sedan,silver,ca
5400,2004,toyota,excellent,4 cylinders,gas,129700,clean,automatic,fwd,mid-size,SUV,blue,ca
6495,2012,volkswagen,excellent,4 cylinders,gas,86840,clean,manual,fwd,compact,sedan,grey,tx
14995,2013,nissan,good,8 cylinders,gas,155000,clean,automatic,4wd,full-size,SUV,white,mo
7898,2017,kia,like new,4 cylinders,gas,62327,clean,manual,fwd,full-size,sedan,silver,fl
23707,2020,chevrolet,like new,4 cylinders,gas,6115,clean,automatic,fwd,full-size,sedan,white,nm
15775,2005,gmc,good,8 cylinders,gas,103811,clean,automatic,4wd,full-size,pickup,white,or
1450,2009,kia,fair,4 cylinders,gas,164875,clean,automatic,fwd,mid-size,wagon,brown,wa
900,2000,nissan,fair,6 cylinders,gas,155000,clean,automatic,4wd,mid-size,SUV,green,ma
38900,2017,toyota,excellent,6 cylinders,gas,73000,clean,automatic,4wd,full-size,SUV,grey,nc
9495,2013,ford,excellent,4 cylinders,gas,145000,clean,automatic,4wd,mid-size,SUV,grey,mi
5000,2013,chrysler,excellent,4 cylinders,gas,157398,clean,automatic,fwd,mid-size,sedan,black,mi
7500,2007,honda,excellent,4 cylinders,gas,165772,clean,automatic,fwd,compact,SUV,blue,nc
9900,2011,honda,excellent,6 cylinders,gas,129000,clean,automatic,fwd,full-size,sedan,grey,co
8940,2004,nissan,excellent,6 cylinders,gas,148000,clean,automatic,rwd,mid-size,convertible,silver,ca
3295,2009,ford,good,4 cylinders,gas,197963,clean,automatic,fwd,compact,sedan,blue,fl
7500,2008,buick,excellent,6 cylinders,gas,57504,clean,automatic,fwd,mid-size,sedan,custom,in
6900,2013,toyota,good,4 cylinders,hybrid,137000,clean,automatic,fwd,sub-compact,hatchback,grey,mi
8990,2015,ford,excellent,4 cylinders,gas,111334,clean,automatic,fwd,mid-size,sedan,red,mn
10995,2007,toyota,like new,4 cylinders,gas,112000,clean,automatic,4wd,compact,SUV,green,co
800,2004,toyota,like new,4 cylinders,gas,226980,clean,automatic,fwd,compact,sedan,blue,tn
7995,2011,lincoln,good,6 cylinders,gas,147677,clean,automatic,4wd,full-size,SUV,black,mi
7970,2013,chrysler,good,4 cylinders,gas,98723,clean,automatic,fwd,full-size,sedan,silver,in
14900,2007,chevrolet,excellent,8 cylinders,gas,153562,clean,automatic,4wd,full-size,pickup,red,ia
6995,2007,mazda,excellent,4 cylinders,gas,112531,clean,automatic,fwd,mid-size,sedan,grey,wa
12628,2011,chevrolet,excellent,8 cylinders,gas,158193,clean,automatic,4wd,full-size,truck,white,sd
38495,2016,ford,excellent,6 cylinders,gas,98090,clean,automatic,4wd,full-size,truck,blue,fl
10498,2012,subaru,excellent,4 cylinders,gas,120000,clean,automatic,4wd,full-size,SUV,green,fl
8800,2006,toyota,like new,6 cylinders,gas,71400,clean,automatic,fwd,full-size,mini-van,silver,oh
8450,2010,honda,good,4 cylinders,gas,126737,clean,automatic,4wd,mid-size,SUV,green,ny
9800,2010,honda,excellent,4 cylinders,gas,35980,clean,automatic,fwd,compact,hatchback,red,nc
17990,2016,jeep,good,6 cylinders,gas,113659,clean,automatic,4wd,full-size,SUV,red,mn
10991,2014,gmc,excellent,4 cylinders,gas,85000,clean,manual,fwd,full-size,SUV,white,fl
13000,2007,ram,excellent,8 cylinders,gas,124000,clean,automatic,rwd,full-size,truck,grey,ca
4990,2003,toyota,good,6 cylinders,gas,146000,clean,automatic,fwd,compact,sedan,green,ca
7995,2012,subaru,excellent,4 cylinders,gas,120650,clean,automatic,4wd,full-size,hatchback,brown,ca
44995,2019,toyota,like new,6 cylinders,gas,21969,clean,automatic,4wd,full-size,truck,grey,ak
5950,2015,chevrolet,excellent,4 cylinders,other,46411,clean,automatic,fwd,mid-size,sedan,white,fl
6988,2002,nissan,good,6 cylinders,gas,114584,clean,automatic,fwd,compact,sedan,custom,id
11999,2012,toyota,excellent,6 cylinders,gas,190551,clean,automatic,4wd,full-size,SUV,grey,mn
31995,2014,ford,excellent,8 cylinders,gas,91200,clean,automatic,4wd,full-size,truck,black,ny
16000,2002,chevrolet,excellent,8 cylinders,gas,170000,clean,automatic,rwd,full-size,pickup,white,ks
54999,2019,ram,excellent,6 cylinders,diesel,32573,clean,automatic,4wd,full-size,SUV,white,or
8990,2012,hyundai,excellent,4 cylinders,gas,91331,clean,automatic,fwd,sub-compact,coupe,blue,oh
43900,2016,ford,excellent,8 cylinders,diesel,118000,clean,automatic,4wd,full-size,truck,black,tn
14000,2016,ford,good,4 cylinders,gas,85431,clean,automatic,fwd,full-size,sedan,red,tx
